,Name,Score,Studios,Source,Ranked,Popularity,Completed
12632,Sakura Internet,5.67,White Fox,Original,9220,6888,1537
12633,Mazinger Z Movie: Infinity,6.8,Toei Animation,Manga,4445,6011,3189
12635,Tsuki ga Kirei,8.18,feel.,Original,331,371,197652
12636,Souryo to Majiwaru Shikiyoku no Yoru ni...,4.62,Seven,Manga,10888,2691,15954
12637,Keppeki Danshi! Aoyama-kun,6.99,Studio Hibari,Manga,3669,1227,63291
12639,Dance with Devils: Fortuna,6.31,Brain's Base,Original,6808,4246,2723
12642,Hina Logi: From Luck & Logic,6.68,Doga Kobo,Card game,4995,3380,8966
12644,Future Card Buddyfight Battsu,6.33,"Xebec, OLM",Card game,6728,8131,1301
12645,Sanrio Danshi,6.61,Studio Pierrot,Original,5311,2529,15458
12652,Konohana no Sakuya Mori,6.03,Tomoyasu Murata Company,Original,8112,12495,242
12656,Gabriel DropOut Specials,7.66,Doga Kobo,Manga,1134,2124,43169
12664,Zoku Touken Ranbu: Hanamaru,7.31,Doga Kobo,Game,2293,3478,8170
12665,"Wake Up, Girl Zoo! Taiwan de Go!",5.52,Karasfilms,Original,9641,11395,293
12666,Yu☆Gi☆Oh! VRAINS,6.64,Gallop,Card game,5227,2845,8029
12668,BanG Dream!: Asonjatta!,7.06,Xebec,Original,3376,5261,6125
12673,Aho Girl,6.9,Diomedéa,4-koma manga,4008,406,228698
12674,Keijo!!!!!!!! Specials,6.48,Xebec,Manga,6016,3968,7988
12676,Makeruna!! Aku no Gundan!,5.32,Tatsunoko Production,Manga,10113,9333,794
12680,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.36,Signal.MD,Original,6591,8038,865
12684,Beyblade Burst God,6.7,OLM,Original,4879,5385,4692
12685,Tsurezure Children,7.67,Studio Gokumi,4-koma manga,1102,249,329447
12686,RoboMasters the Animated Series,6.42,"Gonzo, DandeLion Animation Studio",Original,6305,4694,2821
12687,Youjo Senki: Senkyou Houkoku,6.51,Nut,Light novel,5845,3224,21261
12688,Duel Masters (2017),5.73,Ascension,Original,9041,9732,190
12693,New Game!!,7.76,Doga Kobo,4-koma manga,898,743,128094
12694,The iDOLM@STER SideM,7.18,A-1 Pictures,Game,2870,3921,6106
12705,Kakegurui,7.42,MAPPA,Manga,1826,97,619004
12706,Koi to Uso,6.57,LIDENFILMS,Manga,5542,507,161444
12710,Tales of the Rays,5.99,Wit Studio,Game,8265,7037,1333
12711,Dongguo Xiaojie,6.04,Haoliners Animation League,Manga,8055,8637,495
12713,T7S Longing for Summer Again and Again: Harukaze,6.26,Chiptune,Game,7050,10924,277
12714,Bungou Stray Dogs: Dead Apple,7.84,Bones,Manga,749,1086,99916
12716,Hakuouki: Otogisoushi Special,6.13,DLE,Visual novel,7677,9662,675
12725,Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories,6.23,Satelight,Game,7203,7670,465
12726,Digimon Adventure tri. 5: Kyousei,7.2,Toei Animation,Original,2774,2560,28925
12728,Killing Bites,6.63,LIDENFILMS,Manga,5269,1115,72386
12729,Jigoku Shoujo: Yoi no Togi,6.54,Studio Deen,Original,5677,2391,18308
12731,Hakubo,6.37,Twilight Studio,Original,6571,3996,5290
12732,Love Live! Sunshine!! 2nd Season,7.58,Sunrise,Other,1341,1587,50345
12734,Marvel Future Avengers,5.64,Madhouse,Other,9297,7769,455
12735,Nobunaga no Shinobi: Ise Kanegasaki-hen,7.13,TMS Entertainment,4-koma manga,3083,5078,5635
12736,Shounen Ashibe: Go! Go! Goma-chan 2,5.87,"Bridge, Husio Studio",4-koma manga,8614,10718,314
12739,Koi wa Ameagari no You ni,7.54,Wit Studio,Manga,1457,752,94650
12745,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,6.14,Creators in Pack,Web manga,7602,7824,951
12746,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.17,Xebec,Manga,2918,2911,20083
12750,Happy Party Train,7.56,Sunrise,Music,1384,5574,5547
12753,Berserk Recap,6.02,"Millepensee, GEMBA",Manga,8093,4908,6892
12755,Ani ni Tsukeru Kusuri wa Nai!,7.46,"Fanworks, Imagineer",Web manga,1706,1990,34482
12756,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,5.98,Studio Pierrot,Manga,8303,10126,208
12780,Tu Bian Ying Xiong Leaf,7.1,"Haoliners Animation League, Studio LAN",Original,3220,3400,6239
12796,Mahoutsukai no Yome,8.1,Wit Studio,Manga,417,165,272915
12797,Dog Days'' Specials,6.4,Seven Arcs Pictures,Original,6392,8272,1039
12798,Osomatsu-san 2nd Season,7.6,Studio Pierrot,Manga,1273,2423,18863
12799,Sekai no Yami Zukan,4.68,ILCA,Original,10845,3707,6816
12802,Boruto: Jump Festa 2016 Special,6.22,Studio Pierrot,Manga,7246,4757,7022
12803,Overlord II,7.78,Madhouse,Light novel,851,148,510232
12805,Hoozuki no Reitetsu 2nd Season,7.88,Studio Deen,Manga,700,2695,18466
12806,Juuni Taisen,6.55,Graphinica,Novel,5644,649,135709
12808,Mitsuboshi Colors,7.43,SILVER LINK.,Manga,1812,1741,28596
12809,Kino no Tabi: The Beautiful World - The Animated Series,7.58,Lerche,Light novel,1337,1043,68248
12810,The iDOLM@STER Million Live! 4th Anniversary PV,6.45,A-1 Pictures,Game,6144,9217,722
12811,Hibike! Euphonium Movie 2: Todoketai Melody,7.75,Kyoto Animation,Novel,924,3704,5819
12814,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.38,Wit Studio,Manga,1971,4774,1530
12834,Haikyuu!! Movie 3: Sainou to Sense,8.08,Production I.G,Manga,442,2482,25500
12835,Haikyuu!! Movie 4: Concept no Tatakai,8.11,Production I.G,Manga,397,2565,23315
12838,Clione no Akari,5.41,drop,Novel,9881,4472,4250
